Junction,Date,Weekday,Time,Lane,Vehicle_Count,Congestion_Level,Signal_Time,Weather,Public_Holiday,Accident_Scale
Electronic City Phase 1,2023-01-03,Tuesday,23:00:00,East,863,6.67,86,Clear,No,7.59
Electronic City Phase 1,2023-01-03,Tuesday,23:00:00,West,238,3.83,98,Rainy,No,4.91
Electronic City Phase 1,2023-01-04,Wednesday,00:00:00,North,55,1.89,45,Cloudy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,00:00:00,South,83,3.55,33,Cloudy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,00:00:00,East,170,4.3,36,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,00:00:00,West,201,2.37,48,Rainy,No,5.69
Electronic City Phase 1,2023-01-04,Wednesday,01:00:00,North,128,1.43,37,Rainy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,01:00:00,South,107,2.55,54,Rainy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,01:00:00,East,150,1.16,51,Rainy,No,2.9
Electronic City Phase 1,2023-01-04,Wednesday,01:00:00,West,121,1.43,43,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,02:00:00,North,265,2.83,34,Clear,No,4.03
Electronic City Phase 1,2023-01-04,Wednesday,02:00:00,South,160,2.67,54,Cloudy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,02:00:00,East,260,3.41,57,Rainy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,02:00:00,West,82,2.89,59,Rainy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,03:00:00,North,77,4.72,58,Cloudy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,03:00:00,South,139,2.33,51,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,03:00:00,East,127,1.55,30,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,03:00:00,West,165,2.78,46,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,04:00:00,North,161,4.32,37,Rainy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,04:00:00,South,130,1.42,54,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,04:00:00,East,120,3.92,43,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,04:00:00,West,219,4.47,39,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,05:00:00,North,288,4.04,37,Cloudy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,05:00:00,South,194,1.96,47,Cloudy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,05:00:00,East,186,1.69,56,Cloudy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,05:00:00,West,238,3.27,32,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,06:00:00,North,689,8.55,69,Cloudy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,06:00:00,South,337,6.73,111,Rainy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,06:00:00,East,896,1.68,62,Rainy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,06:00:00,West,811,3.19,73,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,07:00:00,North,572,2.56,68,Clear,No,7.34
Electronic City Phase 1,2023-01-04,Wednesday,07:00:00,South,251,5.82,67,Rainy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,07:00:00,East,378,6.03,80,Rainy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,07:00:00,West,397,9.89,75,Clear,No,2.39
Electronic City Phase 1,2023-01-04,Wednesday,08:00:00,North,247,3.88,107,Cloudy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,08:00:00,South,560,9.9,98,Cloudy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,08:00:00,East,337,6.19,62,Cloudy,No,5.82
Electronic City Phase 1,2023-01-04,Wednesday,08:00:00,West,130,8.62,87,Cloudy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,09:00:00,North,227,4.31,62,Cloudy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,09:00:00,South,386,9.51,102,Rainy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,09:00:00,East,383,8.64,87,Clear,No,4.57
Electronic City Phase 1,2023-01-04,Wednesday,09:00:00,West,162,1.94,115,Cloudy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,10:00:00,North,609,5.12,106,Clear,No,6.72
Electronic City Phase 1,2023-01-04,Wednesday,10:00:00,South,635,2.73,100,Cloudy,No,6.69
Electronic City Phase 1,2023-01-04,Wednesday,10:00:00,East,733,7.86,113,Rainy,No,6.03
Electronic City Phase 1,2023-01-04,Wednesday,10:00:00,West,524,9.97,111,Rainy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,11:00:00,North,465,6.01,96,Rainy,No,2.07
Electronic City Phase 1,2023-01-04,Wednesday,11:00:00,South,979,1.81,114,Cloudy,No,5.25
Electronic City Phase 1,2023-01-04,Wednesday,11:00:00,East,236,6.0,115,Clear,No,4.35
Electronic City Phase 1,2023-01-04,Wednesday,11:00:00,West,892,2.36,105,Clear,No,7.99
Electronic City Phase 1,2023-01-04,Wednesday,12:00:00,North,805,2.1,102,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,12:00:00,South,838,5.79,99,Rainy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,12:00:00,East,847,7.25,106,Cloudy,No,8.02
Electronic City Phase 1,2023-01-04,Wednesday,12:00:00,West,445,5.15,70,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,13:00:00,North,480,5.31,66,Clear,No,2.23
Electronic City Phase 1,2023-01-04,Wednesday,13:00:00,South,978,6.89,114,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,13:00:00,East,570,4.28,76,Rainy,No,9.22
Electronic City Phase 1,2023-01-04,Wednesday,13:00:00,West,518,4.82,90,Cloudy,No,6.76
Electronic City Phase 1,2023-01-04,Wednesday,14:00:00,North,324,1.24,63,Cloudy,No,3.28
Electronic City Phase 1,2023-01-04,Wednesday,14:00:00,South,717,6.12,68,Clear,No,4.73
Electronic City Phase 1,2023-01-04,Wednesday,14:00:00,East,331,1.05,62,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,14:00:00,West,363,7.01,100,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,15:00:00,North,505,1.82,109,Cloudy,No,6.66
Electronic City Phase 1,2023-01-04,Wednesday,15:00:00,South,375,1.4,96,Cloudy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,15:00:00,East,551,5.49,85,Rainy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,15:00:00,West,295,7.54,113,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,16:00:00,North,425,8.17,65,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,16:00:00,South,816,2.65,91,Cloudy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,16:00:00,East,410,1.61,117,Cloudy,No,5.5
Electronic City Phase 1,2023-01-04,Wednesday,16:00:00,West,305,1.02,102,Rainy,No,4.84
Electronic City Phase 1,2023-01-04,Wednesday,17:00:00,North,581,6.59,79,Clear,No,5.46
Electronic City Phase 1,2023-01-04,Wednesday,17:00:00,South,672,3.88,92,Cloudy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,17:00:00,East,961,2.33,76,Cloudy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,17:00:00,West,827,7.3,109,Clear,No,9.6
Electronic City Phase 1,2023-01-04,Wednesday,18:00:00,North,276,8.51,116,Clear,No,5.86
Electronic City Phase 1,2023-01-04,Wednesday,18:00:00,South,126,1.2,68,Rainy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,18:00:00,East,641,8.23,79,Clear,No,5.41
Electronic City Phase 1,2023-01-04,Wednesday,18:00:00,West,847,1.79,101,Rainy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,19:00:00,North,579,4.85,86,Cloudy,No,5.76
Electronic City Phase 1,2023-01-04,Wednesday,19:00:00,South,456,7.6,115,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,19:00:00,East,280,1.37,111,Cloudy,No,5.9
Electronic City Phase 1,2023-01-04,Wednesday,19:00:00,West,665,7.96,89,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,20:00:00,North,537,2.02,94,Rainy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,20:00:00,South,125,8.35,110,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,20:00:00,East,147,3.71,87,Cloudy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,20:00:00,West,296,1.87,111,Rainy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,21:00:00,North,619,6.71,87,Cloudy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,21:00:00,South,446,9.71,114,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,21:00:00,East,837,6.58,75,Cloudy,No,9.06
Electronic City Phase 1,2023-01-04,Wednesday,21:00:00,West,886,8.4,93,Cloudy,No,8.66
Electronic City Phase 1,2023-01-04,Wednesday,22:00:00,North,642,7.97,103,Clear,No,4.68
Electronic City Phase 1,2023-01-04,Wednesday,22:00:00,South,883,1.29,120,Clear,No,9.1
Electronic City Phase 1,2023-01-04,Wednesday,22:00:00,East,584,7.35,115,Cloudy,No,7.54
Electronic City Phase 1,2023-01-04,Wednesday,22:00:00,West,254,3.29,74,Cloudy,No,0
Electronic City Phase 1,2023-01-04,Wednesday,23:00:00,North,457,7.61,69,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,23:00:00,South,367,5.52,114,Clear,No,0
Electronic City Phase 1,2023-01-04,Wednesday,23:00:00,East,441,6.45,107,Clear,No,3.41
Electronic City Phase 1,2023-01-04,Wednesday,23:00:00,West,710,1.22,60,Clear,No,9.92
Electronic City Phase 1,2023-01-05,Thursday,00:00:00,North,126,3.27,42,Rainy,No,0
Electronic City Phase 1,2023-01-05,Thursday,00:00:00,South,193,2.7,54,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,00:00:00,East,82,1.68,58,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,00:00:00,West,292,1.45,35,Cloudy,No,0
Electronic City Phase 1,2023-01-05,Thursday,01:00:00,North,295,4.43,56,Cloudy,No,0
Electronic City Phase 1,2023-01-05,Thursday,01:00:00,South,116,1.1,58,Clear,No,2.15
Electronic City Phase 1,2023-01-05,Thursday,01:00:00,East,295,3.9,33,Rainy,No,0
Electronic City Phase 1,2023-01-05,Thursday,01:00:00,West,199,3.26,50,Cloudy,No,0
Electronic City Phase 1,2023-01-05,Thursday,02:00:00,North,83,3.65,45,Clear,No,2.78
Electronic City Phase 1,2023-01-05,Thursday,02:00:00,South,253,3.44,40,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,02:00:00,East,71,3.92,30,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,02:00:00,West,291,1.19,57,Clear,No,2.35
Electronic City Phase 1,2023-01-05,Thursday,03:00:00,North,60,1.24,38,Cloudy,No,0
Electronic City Phase 1,2023-01-05,Thursday,03:00:00,South,223,1.35,33,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,03:00:00,East,197,2.93,55,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,03:00:00,West,178,3.47,44,Rainy,No,0
Electronic City Phase 1,2023-01-05,Thursday,04:00:00,North,278,1.69,45,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,04:00:00,South,89,1.68,50,Rainy,No,0
Electronic City Phase 1,2023-01-05,Thursday,04:00:00,East,277,4.04,40,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,04:00:00,West,238,3.19,43,Cloudy,No,0
Electronic City Phase 1,2023-01-05,Thursday,05:00:00,North,300,2.97,40,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,05:00:00,South,103,3.5,57,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,05:00:00,East,58,3.75,60,Cloudy,No,0
Electronic City Phase 1,2023-01-05,Thursday,05:00:00,West,169,3.24,30,Clear,No,2.75
Electronic City Phase 1,2023-01-05,Thursday,06:00:00,North,834,3.96,91,Cloudy,No,0
Electronic City Phase 1,2023-01-05,Thursday,06:00:00,South,667,1.02,103,Clear,No,8.04
Electronic City Phase 1,2023-01-05,Thursday,06:00:00,East,817,4.55,106,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,06:00:00,West,861,7.81,103,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,07:00:00,North,308,2.9,75,Cloudy,No,0
Electronic City Phase 1,2023-01-05,Thursday,07:00:00,South,710,1.91,80,Clear,No,9.84
Electronic City Phase 1,2023-01-05,Thursday,07:00:00,East,954,7.0,73,Clear,No,6.8
Electronic City Phase 1,2023-01-05,Thursday,07:00:00,West,818,5.64,116,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,08:00:00,North,743,1.13,87,Rainy,No,8.83
Electronic City Phase 1,2023-01-05,Thursday,08:00:00,South,900,3.84,68,Rainy,No,0
Electronic City Phase 1,2023-01-05,Thursday,08:00:00,East,891,7.36,61,Clear,No,7.39
Electronic City Phase 1,2023-01-05,Thursday,08:00:00,West,280,2.18,84,Cloudy,No,0
Electronic City Phase 1,2023-01-05,Thursday,09:00:00,North,358,8.04,104,Cloudy,No,3.62
Electronic City Phase 1,2023-01-05,Thursday,09:00:00,South,400,1.33,110,Rainy,No,0
Electronic City Phase 1,2023-01-05,Thursday,09:00:00,East,792,2.74,77,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,09:00:00,West,591,3.21,91,Cloudy,No,9.69
Electronic City Phase 1,2023-01-05,Thursday,10:00:00,North,344,8.51,99,Cloudy,No,4.7
Electronic City Phase 1,2023-01-05,Thursday,10:00:00,South,966,6.49,97,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,10:00:00,East,925,3.28,88,Clear,No,8.54
Electronic City Phase 1,2023-01-05,Thursday,10:00:00,West,294,9.25,90,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,11:00:00,North,613,2.24,112,Cloudy,No,6.41
Electronic City Phase 1,2023-01-05,Thursday,11:00:00,South,625,3.92,104,Cloudy,No,0
Electronic City Phase 1,2023-01-05,Thursday,11:00:00,East,827,1.83,86,Clear,No,4.85
Electronic City Phase 1,2023-01-05,Thursday,11:00:00,West,886,5.07,84,Clear,No,9.85
Electronic City Phase 1,2023-01-05,Thursday,12:00:00,North,316,7.67,106,Cloudy,No,3.58
Electronic City Phase 1,2023-01-05,Thursday,12:00:00,South,329,5.24,64,Cloudy,No,0
Electronic City Phase 1,2023-01-05,Thursday,12:00:00,East,310,5.17,83,Clear,No,3.17
Electronic City Phase 1,2023-01-05,Thursday,12:00:00,West,820,5.13,115,Cloudy,No,9.72
Electronic City Phase 1,2023-01-05,Thursday,13:00:00,North,417,6.39,103,Rainy,No,0
Electronic City Phase 1,2023-01-05,Thursday,13:00:00,South,681,5.72,93,Cloudy,No,4.64
Electronic City Phase 1,2023-01-05,Thursday,13:00:00,East,834,3.63,79,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,13:00:00,West,356,6.23,93,Rainy,No,4.55
Electronic City Phase 1,2023-01-05,Thursday,14:00:00,North,370,4.11,72,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,14:00:00,South,634,3.37,71,Cloudy,No,0
Electronic City Phase 1,2023-01-05,Thursday,14:00:00,East,589,3.14,69,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,14:00:00,West,554,1.68,86,Clear,No,9.83
Electronic City Phase 1,2023-01-05,Thursday,15:00:00,North,157,5.43,68,Cloudy,No,0
Electronic City Phase 1,2023-01-05,Thursday,15:00:00,South,498,8.99,108,Rainy,No,0
Electronic City Phase 1,2023-01-05,Thursday,15:00:00,East,460,4.16,78,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,15:00:00,West,112,1.47,92,Cloudy,No,0
Electronic City Phase 1,2023-01-05,Thursday,16:00:00,North,718,5.43,114,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,16:00:00,South,812,9.65,60,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,16:00:00,East,984,4.72,70,Cloudy,No,9.89
Electronic City Phase 1,2023-01-05,Thursday,16:00:00,West,264,2.91,75,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,17:00:00,North,482,6.83,102,Cloudy,No,3.3
Electronic City Phase 1,2023-01-05,Thursday,17:00:00,South,322,1.45,109,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,17:00:00,East,751,4.16,115,Clear,No,8.14
Electronic City Phase 1,2023-01-05,Thursday,17:00:00,West,736,3.33,117,Cloudy,No,0
Electronic City Phase 1,2023-01-05,Thursday,18:00:00,North,147,9.27,74,Cloudy,No,2.0
Electronic City Phase 1,2023-01-05,Thursday,18:00:00,South,303,3.0,87,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,18:00:00,East,650,1.97,116,Clear,No,7.31
Electronic City Phase 1,2023-01-05,Thursday,18:00:00,West,947,8.04,112,Clear,No,5.89
Electronic City Phase 1,2023-01-05,Thursday,19:00:00,North,544,7.72,84,Cloudy,No,0
Electronic City Phase 1,2023-01-05,Thursday,19:00:00,South,370,4.35,78,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,19:00:00,East,622,5.22,77,Clear,No,8.54
Electronic City Phase 1,2023-01-05,Thursday,19:00:00,West,471,4.77,98,Cloudy,No,0
Electronic City Phase 1,2023-01-05,Thursday,20:00:00,North,918,3.19,101,Rainy,No,0
Electronic City Phase 1,2023-01-05,Thursday,20:00:00,South,326,4.8,63,Rainy,No,0
Electronic City Phase 1,2023-01-05,Thursday,20:00:00,East,609,7.9,83,Clear,No,5.35
Electronic City Phase 1,2023-01-05,Thursday,20:00:00,West,826,5.8,63,Cloudy,No,9.79
Electronic City Phase 1,2023-01-05,Thursday,21:00:00,North,680,2.22,63,Clear,No,5.64
Electronic City Phase 1,2023-01-05,Thursday,21:00:00,South,355,9.01,120,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,21:00:00,East,831,8.56,62,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,21:00:00,West,681,2.79,115,Rainy,No,5.97
Electronic City Phase 1,2023-01-05,Thursday,22:00:00,North,547,1.97,99,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,22:00:00,South,920,2.0,100,Cloudy,No,0
Electronic City Phase 1,2023-01-05,Thursday,22:00:00,East,228,2.1,105,Clear,No,2.48
Electronic City Phase 1,2023-01-05,Thursday,22:00:00,West,370,7.46,116,Rainy,No,0
Electronic City Phase 1,2023-01-05,Thursday,23:00:00,North,693,9.4,113,Cloudy,No,6.65
Electronic City Phase 1,2023-01-05,Thursday,23:00:00,South,304,9.06,119,Clear,No,0
Electronic City Phase 1,2023-01-05,Thursday,23:00:00,East,431,9.35,83,Clear,No,4.05
Electronic City Phase 1,2023-01-05,Thursday,23:00:00,West,457,3.5,88,Cloudy,No,0
Electronic City Phase 1,2023-01-06,Friday,00:00:00,North,112,1.95,50,Clear,No,0
Electronic City Phase 1,2023-01-06,Friday,00:00:00,South,100,3.72,44,Cloudy,No,0
Electronic City Phase 1,2023-01-06,Friday,00:00:00,East,196,3.95,60,Cloudy,No,2.3
Electronic City Phase 1,2023-01-06,Friday,00:00:00,West,61,3.5,45,Cloudy,No,0
Electronic City Phase 1,2023-01-06,Friday,01:00:00,North,53,4.64,48,Rainy,No,0
Electronic City Phase 1,2023-01-06,Friday,01:00:00,South,300,2.95,38,Rainy,No,0
Electronic City Phase 1,2023-01-06,Friday,01:00:00,East,122,4.9,41,Clear,No,1.79
Electronic City Phase 1,2023-01-06,Friday,01:00:00,West,254,4.53,49,Clear,No,0
Electronic City Phase 1,2023-01-06,Friday,02:00:00,North,179,3.54,32,Clear,No,1.36
Electronic City Phase 1,2023-01-06,Friday,02:00:00,South,279,1.31,52,Clear,No,2.67
Electronic City Phase 1,2023-01-06,Friday,02:00:00,East,108,3.95,52,Cloudy,No,0
Electronic City Phase 1,2023-01-06,Friday,02:00:00,West,234,3.71,39,Cloudy,No,0
Electronic City Phase 1,2023-01-06,Friday,03:00:00,North,92,3.31,32,Cloudy,No,1.88
Electronic City Phase 1,2023-01-06,Friday,03:00:00,South,131,2.93,39,Clear,No,0
Electronic City Phase 1,2023-01-06,Friday,03:00:00,East,249,2.19,44,Cloudy,No,0
Electronic City Phase 1,2023-01-06,Friday,03:00:00,West,239,2.64,48,Rainy,No,4.52
Electronic City Phase 1,2023-01-06,Friday,04:00:00,North,171,2.84,50,Clear,No,0
Electronic City Phase 1,2023-01-06,Friday,04:00:00,South,220,4.66,41,Cloudy,No,0
Electronic City Phase 1,2023-01-06,Friday,04:00:00,East,253,2.98,46,Clear,No,0
Electronic City Phase 1,2023-01-06,Friday,04:00:00,West,89,4.97,40,Cloudy,No,0
Electronic City Phase 1,2023-01-06,Friday,05:00:00,North,113,2.18,55,Cloudy,No,0
Electronic City Phase 1,2023-01-06,Friday,05:00:00,South,112,3.16,50,Rainy,No,0
Electronic City Phase 1,2023-01-06,Friday,05:00:00,East,98,2.04,45,Rainy,No,0
Electronic City Phase 1,2023-01-06,Friday,05:00:00,West,131,2.04,45,Clear,No,0
Electronic City Phase 1,2023-01-06,Friday,06:00:00,North,238,2.54,111,Rainy,No,3.89
Electronic City Phase 1,2023-01-06,Friday,06:00:00,South,871,9.05,75,Cloudy,No,0
Electronic City Phase 1,2023-01-06,Friday,06:00:00,East,689,9.81,108,Clear,No,0
Electronic City Phase 1,2023-01-06,Friday,06:00:00,West,736,4.73,105,Clear,No,9.3
Electronic City Phase 1,2023-01-06,Friday,07:00:00,North,393,2.3,92,Clear,No,0
Electronic City Phase 1,2023-01-06,Friday,07:00:00,South,620,9.88,67,Cloudy,No,4.7
Electronic City Phase 1,2023-01-06,Friday,07:00:00,East,400,7.18,81,Rainy,No,5.92
Electronic City Phase 1,2023-01-06,Friday,07:00:00,West,149,2.71,85,Clear,No,0
Electronic City Phase 1,2023-01-06,Friday,08:00:00,North,209,5.1,63,Clear,No,0
Electronic City Phase 1,2023-01-06,Friday,08:00:00,South,218,9.03,95,Clear,No,0
Electronic City Phase 1,2023-01-06,Friday,08:00:00,East,422,9.67,120,Rainy,No,4.73
Electronic City Phase 1,2023-01-06,Friday,08:00:00,West,793,7.73,76,Clear,No,0
Electronic City Phase 1,2023-01-06,Friday,09:00:00,North,612,8.01,71,Cloudy,No,6.12
Electronic City Phase 1,2023-01-06,Friday,09:00:00,South,210,2.13,110,Clear,No,4.14
Electronic City Phase 1,2023-01-06,Friday,09:00:00,East,348,6.36,89,Cloudy,No,5.34
Electronic City Phase 1,2023-01-06,Friday,09:00:00,West,565,2.39,66,Rainy,No,0
Electronic City Phase 1,2023-01-06,Friday,10:00:00,North,278,2.53,90,Rainy,No,4.81
Electronic City Phase 1,2023-01-06,Friday,10:00:00,South,579,4.72,63,Rainy,No,0
Electronic City Phase 1,2023-01-06,Friday,10:00:00,East,224,1.89,64,Clear,No,4.76
Electronic City Phase 1,2023-01-06,Friday,10:00:00,West,773,2.44,71,Clear,No,7.77
Electronic City Phase 1,2023-01-06,Friday,11:00:00,North,979,7.67,102,Cloudy,No,9.37
Electronic City Phase 1,2023-01-06,Friday,11:00:00,South,1000,1.1,76,Clear,No,8.88
Electronic City Phase 1,2023-01-06,Friday,11:00:00,East,778,1.88,62,Cloudy,No,5.97
Electronic City Phase 1,2023-01-06,Friday,11:00:00,West,280,3.56,91,Cloudy,No,0
Electronic City Phase 1,2023-01-06,Friday,12:00:00,North,861,9.24,83,Cloudy,No,0
Electronic City Phase 1,2023-01-06,Friday,12:00:00,South,596,3.9,84,Clear,No,5.27
Electronic City Phase 1,2023-01-06,Friday,12:00:00,East,997,8.81,95,Cloudy,No,0
Electronic City Phase 1,2023-01-06,Friday,12:00:00,West,464,2.93,75,Clear,No,0
Electronic City Phase 1,2023-01-06,Friday,13:00:00,North,840,2.32,88,Clear,No,0
Electronic City Phase 1,2023-01-06,Friday,13:00:00,South,571,3.12,94,Rainy,No,6.03
Electronic City Phase 1,2023-01-06,Friday,13:00:00,East,218,5.58,119,Clear,No,0
Electronic City Phase 1,2023-01-06,Friday,13:00:00,West,913,6.46,105,Clear,No,5.38
Electronic City Phase 1,2023-01-06,Friday,14:00:00,North,877,1.22,117,Clear,No,8.38
Electronic City Phase 1,2023-01-06,Friday,14:00:00,South,654,3.72,114,Cloudy,No,0
Electronic City Phase 1,2023-01-06,Friday,14:00:00,East,875,8.69,109,Clear,No,7.2
Electronic City Phase 1,2023-01-06,Friday,14:00:00,West,221,4.06,64,Clear,No,0
Electronic City Phase 1,2023-01-06,Friday,15:00:00,North,373,2.84,99,Clear,No,0
