Junction,Date,Weekday,Time,Lane,Vehicle_Count,Congestion_Level,Signal_Time,Weather,Public_Holiday
Electronic City Phase 1,2023-01-04,Wednesday,03:00:00,West,259,2.32,32,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,04:00:00,North,198,1.4,50,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,04:00:00,South,159,3.01,37,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,04:00:00,East,294,2.65,59,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,04:00:00,West,267,4.9,32,Cloudy,No
Electronic City Phase 1,2023-01-04,Wednesday,05:00:00,North,64,4.2,53,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,05:00:00,South,249,1.4,44,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,05:00:00,East,244,4.87,56,Rainy,No
Electronic City Phase 1,2023-01-04,Wednesday,05:00:00,West,97,4.74,30,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,06:00:00,North,572,9.46,103,Cloudy,No
Electronic City Phase 1,2023-01-04,Wednesday,06:00:00,South,657,5.1,62,Cloudy,No
Electronic City Phase 1,2023-01-04,Wednesday,06:00:00,East,956,4.04,88,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,06:00:00,West,934,3.44,103,Cloudy,No
Electronic City Phase 1,2023-01-04,Wednesday,07:00:00,North,473,2.98,119,Cloudy,No
Electronic City Phase 1,2023-01-04,Wednesday,07:00:00,South,973,3.2,110,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,07:00:00,East,304,3.51,67,Rainy,No
Electronic City Phase 1,2023-01-04,Wednesday,07:00:00,West,246,9.18,61,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,08:00:00,North,326,7.69,84,Cloudy,No
Electronic City Phase 1,2023-01-04,Wednesday,08:00:00,South,159,1.65,94,Cloudy,No
Electronic City Phase 1,2023-01-04,Wednesday,08:00:00,East,145,9.9,106,Cloudy,No
Electronic City Phase 1,2023-01-04,Wednesday,08:00:00,West,625,3.27,88,Rainy,No
Electronic City Phase 1,2023-01-04,Wednesday,09:00:00,North,420,4.62,88,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,09:00:00,South,799,7.78,120,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,09:00:00,East,950,3.67,78,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,09:00:00,West,278,3.28,105,Rainy,No
Electronic City Phase 1,2023-01-04,Wednesday,10:00:00,North,623,4.07,66,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,10:00:00,South,602,9.68,115,Cloudy,No
Electronic City Phase 1,2023-01-04,Wednesday,10:00:00,East,804,4.16,89,Rainy,No
Electronic City Phase 1,2023-01-04,Wednesday,10:00:00,West,955,6.15,100,Rainy,No
Electronic City Phase 1,2023-01-04,Wednesday,11:00:00,North,806,5.07,98,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,11:00:00,South,838,8.41,114,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,11:00:00,East,356,4.71,103,Cloudy,No
Electronic City Phase 1,2023-01-04,Wednesday,11:00:00,West,948,8.65,120,Rainy,No
Electronic City Phase 1,2023-01-04,Wednesday,12:00:00,North,862,7.95,62,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,12:00:00,South,377,1.09,92,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,12:00:00,East,948,1.07,91,Rainy,No
Electronic City Phase 1,2023-01-04,Wednesday,12:00:00,West,731,8.85,103,Rainy,No
Electronic City Phase 1,2023-01-04,Wednesday,13:00:00,North,870,3.07,99,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,13:00:00,South,686,6.27,74,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,13:00:00,East,760,4.35,65,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,13:00:00,West,443,4.14,120,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,14:00:00,North,145,5.76,96,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,14:00:00,South,539,5.37,92,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,14:00:00,East,549,9.13,116,Cloudy,No
Electronic City Phase 1,2023-01-04,Wednesday,14:00:00,West,518,6.1,120,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,15:00:00,North,919,6.33,94,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,15:00:00,South,104,7.67,86,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,15:00:00,East,826,4.82,71,Cloudy,No
Electronic City Phase 1,2023-01-04,Wednesday,15:00:00,West,147,8.5,75,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,16:00:00,North,637,2.49,92,Rainy,No
Electronic City Phase 1,2023-01-04,Wednesday,16:00:00,South,338,5.54,90,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,16:00:00,East,698,1.64,89,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,16:00:00,West,233,7.73,60,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,17:00:00,North,761,6.14,109,Cloudy,No
Electronic City Phase 1,2023-01-04,Wednesday,17:00:00,South,450,2.21,106,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,17:00:00,East,961,5.31,92,Rainy,No
Electronic City Phase 1,2023-01-04,Wednesday,17:00:00,West,270,6.1,115,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,18:00:00,North,863,1.81,116,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,18:00:00,South,607,2.16,106,Cloudy,No
Electronic City Phase 1,2023-01-04,Wednesday,18:00:00,East,486,7.25,99,Rainy,No
Electronic City Phase 1,2023-01-04,Wednesday,18:00:00,West,256,2.61,67,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,19:00:00,North,687,1.45,91,Cloudy,No
Electronic City Phase 1,2023-01-04,Wednesday,19:00:00,South,558,8.79,88,Rainy,No
Electronic City Phase 1,2023-01-04,Wednesday,19:00:00,East,726,3.96,92,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,19:00:00,West,492,7.05,99,Rainy,No
Electronic City Phase 1,2023-01-04,Wednesday,20:00:00,North,836,3.95,68,Cloudy,No
Electronic City Phase 1,2023-01-04,Wednesday,20:00:00,South,303,4.76,110,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,20:00:00,East,686,6.76,63,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,20:00:00,West,914,2.76,86,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,21:00:00,North,999,2.65,120,Rainy,No
Electronic City Phase 1,2023-01-04,Wednesday,21:00:00,South,483,9.14,87,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,21:00:00,East,842,1.63,98,Cloudy,No
Electronic City Phase 1,2023-01-04,Wednesday,21:00:00,West,898,1.69,84,Rainy,No
Electronic City Phase 1,2023-01-04,Wednesday,22:00:00,North,799,8.51,87,Rainy,No
Electronic City Phase 1,2023-01-04,Wednesday,22:00:00,South,410,6.95,91,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,22:00:00,East,396,8.65,113,Cloudy,No
Electronic City Phase 1,2023-01-04,Wednesday,22:00:00,West,946,1.73,78,Rainy,No
Electronic City Phase 1,2023-01-04,Wednesday,23:00:00,North,921,4.31,65,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,23:00:00,South,144,9.25,83,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,23:00:00,East,565,3.23,88,Clear,No
Electronic City Phase 1,2023-01-04,Wednesday,23:00:00,West,739,9.25,72,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,00:00:00,North,220,3.53,37,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,00:00:00,South,206,3.12,57,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,00:00:00,East,74,4.91,55,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,00:00:00,West,115,3.67,49,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,01:00:00,North,171,2.75,49,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,01:00:00,South,277,3.83,46,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,01:00:00,East,151,2.43,49,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,01:00:00,West,198,1.17,34,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,02:00:00,North,143,3.64,37,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,02:00:00,South,276,2.01,48,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,02:00:00,East,120,3.71,42,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,02:00:00,West,296,3.18,41,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,03:00:00,North,136,1.26,30,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,03:00:00,South,124,4.86,48,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,03:00:00,East,177,4.58,34,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,03:00:00,West,213,2.14,36,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,04:00:00,North,53,4.0,53,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,04:00:00,South,267,3.46,32,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,04:00:00,East,57,4.29,43,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,04:00:00,West,120,3.48,35,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,05:00:00,North,202,4.78,45,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,05:00:00,South,88,4.69,48,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,05:00:00,East,181,3.18,50,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,05:00:00,West,88,1.2,35,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,06:00:00,North,575,3.78,84,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,06:00:00,South,437,7.57,65,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,06:00:00,East,536,5.08,61,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,06:00:00,West,526,2.5,77,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,07:00:00,North,561,7.94,73,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,07:00:00,South,745,3.95,77,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,07:00:00,East,282,7.98,114,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,07:00:00,West,682,2.54,66,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,08:00:00,North,830,1.27,119,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,08:00:00,South,240,9.36,112,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,08:00:00,East,861,6.46,84,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,08:00:00,West,230,1.13,103,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,09:00:00,North,797,2.86,107,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,09:00:00,South,749,6.84,102,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,09:00:00,East,279,4.12,78,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,09:00:00,West,916,7.98,73,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,10:00:00,North,703,6.97,85,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,10:00:00,South,621,3.41,105,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,10:00:00,East,229,6.04,63,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,10:00:00,West,407,6.76,60,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,11:00:00,North,417,2.0,109,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,11:00:00,South,648,1.48,119,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,11:00:00,East,446,7.64,119,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,11:00:00,West,979,5.2,78,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,12:00:00,North,707,9.88,66,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,12:00:00,South,606,5.84,82,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,12:00:00,East,849,9.36,74,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,12:00:00,West,794,6.7,93,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,13:00:00,North,307,6.28,117,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,13:00:00,South,470,2.24,67,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,13:00:00,East,363,6.18,118,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,13:00:00,West,985,5.66,68,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,14:00:00,North,609,9.96,81,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,14:00:00,South,252,8.89,74,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,14:00:00,East,266,1.21,99,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,14:00:00,West,861,6.93,118,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,15:00:00,North,885,9.98,94,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,15:00:00,South,624,9.78,92,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,15:00:00,East,931,9.07,106,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,15:00:00,West,609,1.79,75,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,16:00:00,North,956,7.61,102,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,16:00:00,South,338,1.83,79,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,16:00:00,East,671,6.7,75,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,16:00:00,West,210,6.04,89,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,17:00:00,North,593,4.53,72,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,17:00:00,South,474,3.45,66,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,17:00:00,East,416,1.72,90,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,17:00:00,West,309,9.83,66,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,18:00:00,North,968,9.53,95,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,18:00:00,South,772,5.87,84,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,18:00:00,East,282,5.47,93,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,18:00:00,West,555,8.82,112,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,19:00:00,North,285,4.42,114,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,19:00:00,South,767,7.6,119,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,19:00:00,East,263,7.61,75,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,19:00:00,West,220,1.08,110,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,20:00:00,North,461,9.94,81,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,20:00:00,South,574,7.21,68,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,20:00:00,East,987,2.63,110,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,20:00:00,West,884,4.23,101,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,21:00:00,North,167,3.55,91,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,21:00:00,South,114,5.89,95,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,21:00:00,East,936,4.67,78,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,21:00:00,West,164,9.88,89,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,22:00:00,North,408,9.08,84,Clear,No
Electronic City Phase 1,2023-01-05,Thursday,22:00:00,South,247,6.7,84,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,22:00:00,East,603,4.57,81,Rainy,No
Electronic City Phase 1,2023-01-05,Thursday,22:00:00,West,336,7.54,108,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,23:00:00,North,706,6.2,109,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,23:00:00,South,219,6.55,107,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,23:00:00,East,969,6.56,118,Cloudy,No
Electronic City Phase 1,2023-01-05,Thursday,23:00:00,West,256,8.34,101,Rainy,No
Electronic City Phase 1,2023-01-06,Friday,00:00:00,North,159,1.36,42,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,00:00:00,South,234,1.17,44,Clear,No
Electronic City Phase 1,2023-01-06,Friday,00:00:00,East,230,4.41,50,Rainy,No
Electronic City Phase 1,2023-01-06,Friday,00:00:00,West,140,4.37,49,Rainy,No
Electronic City Phase 1,2023-01-06,Friday,01:00:00,North,241,4.64,44,Clear,No
Electronic City Phase 1,2023-01-06,Friday,01:00:00,South,273,3.75,33,Clear,No
Electronic City Phase 1,2023-01-06,Friday,01:00:00,East,131,3.03,35,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,01:00:00,West,143,4.64,43,Clear,No
Electronic City Phase 1,2023-01-06,Friday,02:00:00,North,253,1.51,49,Clear,No
Electronic City Phase 1,2023-01-06,Friday,02:00:00,South,275,3.88,48,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,02:00:00,East,121,1.39,35,Clear,No
Electronic City Phase 1,2023-01-06,Friday,02:00:00,West,298,4.04,51,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,03:00:00,North,196,4.97,47,Rainy,No
Electronic City Phase 1,2023-01-06,Friday,03:00:00,South,228,3.54,46,Clear,No
Electronic City Phase 1,2023-01-06,Friday,03:00:00,East,189,2.29,51,Clear,No
Electronic City Phase 1,2023-01-06,Friday,03:00:00,West,185,3.66,30,Clear,No
Electronic City Phase 1,2023-01-06,Friday,04:00:00,North,149,3.9,35,Rainy,No
Electronic City Phase 1,2023-01-06,Friday,04:00:00,South,220,4.14,49,Clear,No
Electronic City Phase 1,2023-01-06,Friday,04:00:00,East,91,4.84,48,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,04:00:00,West,157,2.27,51,Clear,No
Electronic City Phase 1,2023-01-06,Friday,05:00:00,North,177,4.25,45,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,05:00:00,South,207,2.13,58,Clear,No
Electronic City Phase 1,2023-01-06,Friday,05:00:00,East,235,1.85,45,Clear,No
Electronic City Phase 1,2023-01-06,Friday,05:00:00,West,164,4.97,59,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,06:00:00,North,649,6.59,75,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,06:00:00,South,431,5.88,98,Clear,No
Electronic City Phase 1,2023-01-06,Friday,06:00:00,East,246,1.28,84,Clear,No
Electronic City Phase 1,2023-01-06,Friday,06:00:00,West,652,4.61,72,Clear,No
Electronic City Phase 1,2023-01-06,Friday,07:00:00,North,716,9.94,66,Clear,No
Electronic City Phase 1,2023-01-06,Friday,07:00:00,South,904,8.9,98,Rainy,No
Electronic City Phase 1,2023-01-06,Friday,07:00:00,East,594,2.46,95,Clear,No
Electronic City Phase 1,2023-01-06,Friday,07:00:00,West,545,4.51,94,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,08:00:00,North,613,6.25,67,Rainy,No
Electronic City Phase 1,2023-01-06,Friday,08:00:00,South,900,6.71,72,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,08:00:00,East,793,4.73,112,Clear,No
Electronic City Phase 1,2023-01-06,Friday,08:00:00,West,503,1.04,120,Clear,No
Electronic City Phase 1,2023-01-06,Friday,09:00:00,North,641,6.52,79,Clear,No
Electronic City Phase 1,2023-01-06,Friday,09:00:00,South,654,8.03,64,Clear,No
Electronic City Phase 1,2023-01-06,Friday,09:00:00,East,603,9.75,83,Clear,No
Electronic City Phase 1,2023-01-06,Friday,09:00:00,West,295,7.32,84,Clear,No
Electronic City Phase 1,2023-01-06,Friday,10:00:00,North,160,1.29,71,Rainy,No
Electronic City Phase 1,2023-01-06,Friday,10:00:00,South,105,9.62,105,Clear,No
Electronic City Phase 1,2023-01-06,Friday,10:00:00,East,959,6.54,109,Rainy,No
Electronic City Phase 1,2023-01-06,Friday,10:00:00,West,588,2.42,65,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,11:00:00,North,847,1.73,97,Rainy,No
Electronic City Phase 1,2023-01-06,Friday,11:00:00,South,805,3.23,107,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,11:00:00,East,571,8.48,115,Rainy,No
Electronic City Phase 1,2023-01-06,Friday,11:00:00,West,713,8.19,71,Clear,No
Electronic City Phase 1,2023-01-06,Friday,12:00:00,North,702,3.7,80,Clear,No
Electronic City Phase 1,2023-01-06,Friday,12:00:00,South,719,2.38,66,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,12:00:00,East,810,4.6,94,Clear,No
Electronic City Phase 1,2023-01-06,Friday,12:00:00,West,401,9.94,76,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,13:00:00,North,753,4.86,100,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,13:00:00,South,831,1.31,108,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,13:00:00,East,158,9.41,63,Rainy,No
Electronic City Phase 1,2023-01-06,Friday,13:00:00,West,767,4.41,95,Rainy,No
Electronic City Phase 1,2023-01-06,Friday,14:00:00,North,119,6.36,78,Clear,No
Electronic City Phase 1,2023-01-06,Friday,14:00:00,South,886,4.82,85,Clear,No
Electronic City Phase 1,2023-01-06,Friday,14:00:00,East,392,3.18,68,Clear,No
Electronic City Phase 1,2023-01-06,Friday,14:00:00,West,215,6.04,60,Clear,No
Electronic City Phase 1,2023-01-06,Friday,15:00:00,North,312,3.34,108,Clear,No
Electronic City Phase 1,2023-01-06,Friday,15:00:00,South,203,1.43,116,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,15:00:00,East,864,2.08,84,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,15:00:00,West,707,4.99,61,Clear,No
Electronic City Phase 1,2023-01-06,Friday,16:00:00,North,511,1.6,107,Clear,No
Electronic City Phase 1,2023-01-06,Friday,16:00:00,South,674,3.24,109,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,16:00:00,East,437,8.08,74,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,16:00:00,West,764,7.94,105,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,17:00:00,North,905,4.74,82,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,17:00:00,South,375,2.4,83,Clear,No
Electronic City Phase 1,2023-01-06,Friday,17:00:00,East,818,9.67,89,Clear,No
Electronic City Phase 1,2023-01-06,Friday,17:00:00,West,934,2.98,79,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,18:00:00,North,391,2.53,88,Clear,No
Electronic City Phase 1,2023-01-06,Friday,18:00:00,South,490,4.97,98,Cloudy,No
Electronic City Phase 1,2023-01-06,Friday,18:00:00,East,237,1.16,72,Clear,No
Electronic City Phase 1,2023-01-06,Friday,18:00:00,West,220,1.45,77,Clear,No
Electronic City Phase 1,2023-01-06,Friday,19:00:00,North,719,6.58,73,Rainy,No
Electronic City Phase 1,2023-01-06,Friday,19:00:00,South,400,4.47,79,Rainy,No
Electronic City Phase 1,2023-01-06,Friday,19:00:00,East,393,3.18,115,Rainy,No
Electronic City Phase 1,2023-01-06,Friday,19:00:00,West,730,4.27,91,Clear,No
Electronic City Phase 1,2023-01-06,Friday,20:00:00,North,366,9.16,75,Rainy,No
Electronic City Phase 1,2023-01-06,Friday,20:00:00,South,628,9.49,77,Cloudy,No
